阿伦方差,a'lun'fang'cha
绒面电池,rong'mian'dian'chi
熔盐法,rong'yan'fa
冗余技术,rong'yu'ji'shu
冗余信息,rong'yu'xin'xi
柔韧印制板,rou'ren'yin'zhi'ban
柔性太阳电池阵,rou'xing'tai'yang'dian'chi'zhen
乳胶版,ru'jiao'ban
入境链路,ru'jing'lian'lu
入库检验,ru'ku'jian'yan
软波导,ruan'bo'dao
软磁材料,ruan'ci'cai'liao
软磁铁氧体材料,ruan'ci'tie'yang'ti'cai'liao
软导线,ruan'dao'xian
软管调制器,ruan'guan'tiao'zhi'qi
软件定义网,ruan'jian'ding'yi'wang
软失效率,ruan'shi'xiao'lv
瑞利区,rui'li'qu
瑞利数,rui'li'shu
弱流电子光学,ruo'liu'dian'zi'guang'xue
三端网络,san'duan'wang'luo
三氟化硼计数器,san'fu'hua'peng'ji'shu'qi
三极管,san'ji'guan
三基色,san'ji'se
散焦,san'jiao
三能级系统,san'neng'ji'xi'tong
散射,san'she
散射计,san'she'ji
散射通信,san'she'tong'xin
散射系数,san'she'xi'shu
三态缓冲器,san'tai'huan'chong'qi
三态逻辑,san'tai'luo'ji
三探针法,san'tan'zhen'fa
三通道单脉冲,san'tong'dao'dan'mai'chong
三维集成电路,san'wei'ji'cheng'dian'lu
三维显示,san'wei'xian'shi
伞形反射天线,san'xing'fan'she'tian'xian
伞形天线,san'xing'tian'xian
三叶草慢波线,san'ye'cao'man'bo'xian
三坐标雷达,san'zuo'biao'lei'da
扫描,sao'miao
扫描发生器,sao'miao'fa'sheng'qi
扫描角,sao'miao'jiao
扫描扩展透镜,sao'miao'kuo'zhan'tou'jing
扫描扇形,sao'miao'shan'xing
扫描时间,sao'miao'shi'jian
扫描微波频谱仪,sao'miao'wei'bo'pin'pu'yi
扫描转换管,sao'miao'zhuan'huan'guan
扫频发生器,sao'pin'fa'sheng'qi
扫频反射计,sao'pin'fan'she'ji
扫频干涉仪,sao'pin'gan'she'yi
扫频宽度,sao'pin'kuan'du
扫频振荡器,sao'pin'zhen'dang'qi
扫时间,sao'shi'jian
色差信号,se'cha'xin'hao
色场,se'chang
色纯度容差,se'chun'du'rong'cha
色调,se'diao
色度,se'du
色度学,se'du'xue
色键,se'jian
色散特性,se'san'te'xing
色同步信号,se'tong'bu'xin'hao
色温,se'wen
色心激光器,se'xin'ji'guang'qi
色元,se'yuan
沙尘试验,sha'chen'shi'yan
筛分析法,shai'fen'xi'fa
筛选,shai'xuan
栅瓣,shan'ban
扇出,shan'chu
删除信道,shan'chu'xin'dao
钐钴磁体,shan'gu'ci'ti
扇区无线电指向标,shan'qu'wu'xian'dian'zhi'xiang'biao
扇入,shan'ru
闪烁,shan'shuo
闪烁谱仪,shan'shuo'pu'yi
闪烁探测器,shan'shuo'tan'ce'qi
闪烁体,shan'shuo'ti
闪烁体溶液,shan'shuo'ti'rong'ye
闪烁误差,shan'shuo'wu'cha
闪烁正比探测器,shan'shuo'zheng'bi'tan'ce'qi
闪锌矿晶格结构,shan'xin'kuang'jing'ge'jie'gou
删信码,shan'xin'ma
扇形波束天线,shan'xing'bo'shu'tian'xian
扇形塔康,shan'xing'ta'kang
扇形显示,shan'xing'xian'shi
上边带,shang'bian'dai
上变频,shang'bian'pin
上冲,shang'chong
熵功率,shang'gong'lv
上升时间,shang'sheng'shi'jian
上下文无关文法,shang'xia'wen'wu'guan'wen'fa
上下文有关文法,shang'xia'wen'you'guan'wen'fa
上限类别温度,shang'xian'lei'bie'wen'du
上行链路,shang'xing'lian'lu
上行线路,shang'xing'xian'lu
上釉,shang'you
上阈,shang'yu
烧穿距离,shao'chuan'ju'li
烧结,shao'jie
烧孔效应,shao'kong'xiao'ying
少数载流子,shao'shu'zai'liu'zi
射程分布,she'cheng'fen'bu
舌簧继电器,she'huang'ji'dian'qi
设计评审,she'ji'ping'shen
射极输出器,she'ji'shu'chu'qi
射频,she'pin
射频放大器,she'pin'fang'da'qi
射频溅射,she'pin'jian'she
射频离子镀,she'pin'li'zi'du
射频质谱仪,she'pin'zhi'pu'yi
舍入,she'ru
射线管,she'xian'guan
射线光电子能,she'xian'guang'dian'zi'neng
射线光刻,she'xian'guang'ke
射线光刻胶,she'xian'guang'ke'jiao
射线计算机断层成象,she'xian'ji'suan'ji'duan'ceng'cheng'xiang
射线探测器,she'xian'tan'ce'qi
射线微分析,she'xian'wei'fen'xi
射线吸收精细结构,she'xian'xi'shou'jing'xi'jie'gou
射线正比计数器,she'xian'zheng'bi'ji'shu'qi
射线准直器,she'xian'zhun'zhi'qi
摄象管,she'xiang'guan
甚长波通信,shen'chang'bo'tong'xin
甚长基线干涉仪,shen'chang'ji'xian'gan'she'yi
甚低频通信,shen'di'pin'tong'xin
深度分布,shen'du'fen'bu
甚高频,shen'gao'pin
甚高频全向信标,shen'gao'pin'quan'xiang'xin'biao
甚高频通信,shen'gao'pin'tong'xin
肾功能仪,shen'gong'neng'yi
砷化镓,shen'hua'jia
砷化镓太阳电池,shen'hua'jia'tai'yang'dian'chi
神经电描记术,shen'jing'dian'miao'ji'shu
神经网络,shen'jing'wang'luo
神经网络计算机,shen'jing'wang'luo'ji'suan'ji
神经网络模型,shen'jing'wang'luo'mo'xing
深能级,shen'neng'ji
深能级中心,shen'neng'ji'zhong'xin
砷酸二氘铯,shen'suan'er'dao'se
渗透,shen'tou
渗透率,shen'tou'lv
甚小,shen'xiao
深紫外光刻,shen'zi'wai'guang'ke
声表面波,sheng'biao'mian'bo
声表面波滤波器,sheng'biao'mian'bo'lv'bo'qi
生产批,sheng'chan'pi
生成态晶体,sheng'cheng'tai'jing'ti
剩磁,sheng'ci
生存性,sheng'cun'xing
声光,sheng'guang
声光接收机,sheng'guang'jie'shou'ji
声光晶体,sheng'guang'jing'ti
声光陶瓷,sheng'guang'tao'ci
声光调制,sheng'guang'tiao'zhi
升华泵,sheng'hua'beng
声码器,sheng'ma'qi
声敏感器,sheng'min'gan'qi
生物磁学,sheng'wu'ci'xue
生物电,sheng'wu'dian
生物电池,sheng'wu'dian'chi
生物电放大器,sheng'wu'dian'fang'da'qi
生物电子学,sheng'wu'dian'zi'xue
生物电阻抗,sheng'wu'dian'zu'kang
生物反馈,sheng'wu'fan'kui
生物分子电子学,sheng'wu'fen'zi'dian'zi'xue
生物分子器件,sheng'wu'fen'zi'qi'jian
生物光电元件,sheng'wu'guang'dian'yuan'jian
生物计算机,sheng'wu'ji'suan'ji
生物控制论,sheng'wu'kong'zhi'lun
生物敏感器,sheng'wu'min'gan'qi
生物芯片,sheng'wu'xin'pian
生物遥测,sheng'wu'yao'ce
生物医学传感器,sheng'wu'yi'xue'chuan'gan'qi
生物医学电子学,sheng'wu'yi'xue'dian'zi'xue
生物医学换能器,sheng'wu'yi'xue'huan'neng'qi
剩余电压,sheng'yu'dian'ya
剩余响应,sheng'yu'xiang'ying
生长率,sheng'zhang'lv
生长丘,sheng'zhang'qiu
生长取向,sheng'zhang'qu'xiang
声阻抗测听术,sheng'zu'kang'ce'ting'shu
时变系统,shi'bian'xi'tong
识别,shi'bie
识别置信度,shi'bie'zhi'xin'du
示波管,shi'bo'guan
示波器,shi'bo'qi
失步,shi'bu
时不变系统,shi'bu'bian'xi'tong
时差定位,shi'cha'ding'wei
视场,shi'chang
湿度试验,shi'du'shi'yan
释放力,shi'fang'li
时分多址,shi'fen'duo'zhi
视分放大器,shi'fen'fang'da'qi
时分复用,shi'fen'fu'yong
时分话音内插,shi'fen'hua'yin'nei'cha
时分码分多址,shi'fen'ma'fen'duo'zhi
时分遥测,shi'fen'yao'ce
时分制交换,shi'fen'zhi'jiao'huan
时分指令,shi'fen'zhi'ling
失会聚,shi'hui'ju
时基,shi'ji
时基电路,shi'ji'dian'lu
时基校正器,shi'ji'jiao'zheng'qi
时间,shi'jian
时间变换器,shi'jian'bian'huan'qi
时间常数,shi'jian'chang'shu
时间抖动,shi'jian'dou'dong
时间分集,shi'jian'fen'ji
时间分析器,shi'jian'fen'xi'qi
时间符合指令,shi'jian'fu'he'zhi'ling
时间继电器,shi'jian'ji'dian'qi
时间扩展室,shi'jian'kuo'zhan'shi
时间码,shi'jian'ma
时间投影室,shi'jian'tou'ying'shi
时间消隐,shi'jian'xiao'yin
时间压缩,shi'jian'ya'suo
时间最优控制,shi'jian'zui'you'kong'zhi
视角,shi'jiao
实况广转播,shi'kuang'guang'zhuan'bo
势垒,shi'lei
势垒高度,shi'lei'gao'du
矢量导抗测量仪,shi'liang'dao'kang'ce'liang'yi
矢量发生器,shi'liang'fa'sheng'qi
矢量网络分析仪,shi'liang'wang'luo'fen'xi'yi
失落,shi'luo
史密斯,shi'mi'si
史密斯圆图,shi'mi'si'yuan'tu
施密特触发器,shi'mi'te'chu'fa'qi
石墨承热器,shi'mo'cheng're'qi
市内电话,shi'nei'dian'hua
视盘,shi'pan
失配,shi'pei
失配误差,shi'pei'wu'cha
失配终端,shi'pei'zhong'duan
视频,shi'pin
视频处理器,shi'pin'chu'li'qi
视频磁迹,shi'pin'ci'ji
视频磁头,shi'pin'ci'tou
视频点播,shi'pin'dian'bo
视频动画系统,shi'pin'dong'hua'xi'tong
视频放大器,shi'pin'fang'da'qi
视频服务器,shi'pin'fu'wu'qi
视频工程师,shi'pin'gong'cheng'shi
视频会议,shi'pin'hui'yi
视频接入模块,shi'pin'jie'ru'mo'kuai
视频均衡器,shi'pin'jun'heng'qi
时频码,shi'pin'ma
视频图像处理器,shi'pin'tu'xiang'chu'li'qi
视频图形,shi'pin'tu'xing
视频图形阵列,shi'pin'tu'xing'zhen'lie
视频显示终端,shi'pin'xian'shi'zhong'duan
视频信号处理电路,shi'pin'xin'hao'chu'li'dian'lu
视频压缩,shi'pin'ya'suo
视频业务模块,shi'pin'ye'wu'mo'kuai
湿热试验,shi're'shi'yan
实时分析仪,shi'shi'fen'xi'yi
实时控制区,shi'shi'kong'zhi'qu
实时模拟,shi'shi'mo'ni
实时示波器,shi'shi'shi'bo'qi
实时视频,shi'shi'shi'pin
实时通信,shi'shi'tong'xin
实时系统,shi'shi'xi'tong
实时信号处理,shi'shi'xin'hao'chu'li
实时遥测,shi'shi'yao'ce
实时指令,shi'shi'zhi'ling
失锁,shi'suo
试探性路由选择,shi'tan'xing'lu'you'xuan'ze
失调,shi'tiao
失调电压,shi'tiao'dian'ya
失调角,shi'tiao'jiao
视网膜电描记术,shi'wang'mo'dian'miao'ji'shu
事务处理,shi'wu'chu'li
时隙内信令,shi'xi'nei'xin'ling
时隙外信令,shi'xi'wai'xin'ling
视象管,shi'xiang'guan
失效,shi'xiao
失效率,shi'xiao'lv
失效前平均时间,shi'xiao'qian'ping'jun'shi'jian
失谐,shi'xie
实心导线,shi'xin'dao'xian
实心电子束,shi'xin'dian'zi'shu
时序波瓣控制,shi'xu'bo'ban'kong'zhi
时序模拟,shi'xu'mo'ni
时延常数,shi'yan'chang'shu
时延均衡器,shi'yan'jun'heng'qi
试验信道,shi'yan'xin'dao
试验样品,shi'yan'yang'pin
湿氧氧化,shi'yang'yang'hua
拾音器,shi'yin'qi
石英反应室,shi'ying'fan'ying'shi
石英晶体,shi'ying'jing'ti
适应系数,shi'ying'xi'shu
石英谐振器,shi'ying'xie'zhen'qi
使用寿命,shi'yong'shou'ming
时域测量,shi'yu'ce'liang
时域均衡器,shi'yu'jun'heng'qi
时域响应,shi'yu'xiang'ying
时域自动网络分析仪,shi'yu'zi'dong'wang'luo'fen'xi'yi
势越二极管,shi'yue'er'ji'guan
失真,shi'zhen
失真测度,shi'zhen'ce'du
失真分析仪,shi'zhen'fen'xi'yi
失真信息率函数,shi'zhen'xin'xi'lv'han'shu
示值,shi'zhi
时滞系统,shi'zhi'xi'tong
时钟发生器,shi'zhong'fa'sheng'qi
时钟脉冲,shi'zhong'mai'chong
视轴,shi'zhou
施主,shi'zhu
收附,shou'fu
受激布里渊散射,shou'ji'bu'li'yuan'san'she
受激发射,shou'ji'fa'she
受激拉曼散射,shou'ji'la'man'san'she
受激吸收,shou'ji'xi'shou
受夹介电常量,shou'jia'jie'dian'chang'liang
受控对象,shou'kong'dui'xiang
寿命试验,shou'ming'shi'yan
授时,shou'shi
手术室监护仪,shou'shu'shi'jian'hu'yi
受主,shou'zhu
树表示,shu'biao'shi
梳齿滤波器,shu'chi'lv'bo'qi
输出电阻,shu'chu'dian'zu
输出腔,shu'chu'qiang
输出阻抗,shu'chu'zu'kang
数传机,shu'chuan'ji
束点,shu'dian
树根,shu'gen
疏化阵天线,shu'hua'zhen'tian'xian
树结构,shu'jie'gou
数据安全,shu'ju'an'quan
数据报,shu'ju'bao
数据包交换机,shu'ju'bao'jiao'huan'ji
数据采集系统,shu'ju'cai'ji'xi'tong
数据处理,shu'ju'chu'li
数据电话机,shu'ju'dian'hua'ji
数据电路端接设备,shu'ju'dian'lu'duan'jie'she'bei
数据电路终接设备,shu'ju'dian'lu'zhong'jie'she'bei
数据发生器,shu'ju'fa'sheng'qi
数据分析仪,shu'ju'fen'xi'yi
数据广播,shu'ju'guang'bo
数据记录仪,shu'ju'ji'lu'yi
数据加密标准,shu'ju'jia'mi'biao'zhun
数据链路层,shu'ju'lian'lu'ceng
数据链路控制规程,shu'ju'lian'lu'kong'zhi'gui'cheng
数据通信,shu'ju'tong'xin
数据通信网,shu'ju'tong'xin'wang
数据完整性,shu'ju'wan'zheng'xing
数据稳定平台,shu'ju'wen'ding'ping'tai
数据误差分析仪,shu'ju'wu'cha'fen'xi'yi
数据压缩,shu'ju'ya'suo
数据指令,shu'ju'zhi'ling
数据终端设备,shu'ju'zhong'duan'she'bei
树码,shu'ma
数模转换器,shu'mo'zhuan'huan'qi
输入电阻,shu'ru'dian'zu
输入功率,shu'ru'gong'lv
输入输出控制系统,shu'ru'shu'chu'kong'zhi'xi'tong
输入阻抗,shu'ru'zu'kang
束射屏,shu'she'ping
树文法,shu'wen'fa
书写电话机,shu'xie'dian'hua'ji
树叶,shu'ye
束引示管,shu'yin'shi'guan
树语言,shu'yu'yan
树缘,shu'yuan
束着屏误差,shu'zhe'ping'wu'cha
数值孔径,shu'zhi'kong'jing
束注入正交场放大管,shu'zhu'ru'zheng'jiao'chang'fang'da'guan
数字电路,shu'zi'dian'lu
数字电路测试器,shu'zi'dian'lu'ce'shi'qi
数字电视业务信息,shu'zi'dian'shi'ye'wu'xin'xi
数字电压表,shu'zi'dian'ya'biao
数字多用表,shu'zi'duo'yong'biao
数字分用器,shu'zi'fen'yong'qi
数字复用,shu'zi'fu'yong
数字复用器,shu'zi'fu'yong'qi
数字复用系列,shu'zi'fu'yong'xi'lie
数字话音内插,shu'zi'hua'yin'nei'cha
数字集成电路,shu'zi'ji'cheng'dian'lu
数字激光视盘,shu'zi'ji'guang'shi'pan
数字交换,shu'zi'jiao'huan
数字录象机,shu'zi'lu'xiang'ji
数字录音机,shu'zi'lu'yin'ji
数字滤波器,shu'zi'lv'bo'qi
数字扫描变换器,shu'zi'sao'miao'bian'huan'qi
数字示波器,shu'zi'shi'bo'qi
数字通信,shu'zi'tong'xin
数字系统损伤,shu'zi'xi'tong'sun'shang
数字显示,shu'zi'xian'shi
数字信号,shu'zi'xin'hao
数字仪器,shu'zi'yi'qi
数字用户线滤波器,shu'zi'yong'hu'xian'lv'bo'qi
数字指令,shu'zi'zhi'ling
刷洗,shua'xi
刷新周期,shua'xin'zhou'qi
衰减,shuai'jian
衰减常数,shuai'jian'chang'shu
衰减器,shuai'jian'qi
甩胶,shuai'jiao
衰落信道,shuai'luo'xin'dao
衰落裕量,shuai'luo'yu'liang
衰逝模,shuai'shi'mo
闩锁效应,shuan'suo'xiao'ying
双伴音电视,shuang'ban'yin'dian'shi
双臂谱仪,shuang'bi'pu'yi
双边带调制,shuang'bian'dai'tiao'zhi
双边序列,shuang'bian'xu'lie
双电层电容器,shuang'dian'ceng'dian'rong'qi
双工,shuang'gong
双工器,shuang'gong'qi
双光子吸收,shuang'guang'zi'xi'shou
双光子荧光法,shuang'guang'zi'ying'guang'fa
双极存储器,shuang'ji'cun'chu'qi
双基地雷达,shuang'ji'di'lei'da
双极晶体管,shuang'ji'jing'ti'guan
双极型电池,shuang'ji'xing'dian'chi
双极型集成电路,shuang'ji'xing'ji'cheng'dian'lu
双聚焦质谱仪,shuang'ju'jiao'zhi'pu'yi
双口网络,shuang'kou'wang'luo
双扩散,shuang'kuo'san
双列直插式封装,shuang'lie'zhi'cha'shi'feng'zhuang
双面板,shuang'mian'ban
双面研磨,shuang'mian'yan'mo
双模行波管,shuang'mo'xing'bo'guan
双频气体激光器,shuang'pin'qi'ti'ji'guang'qi
双曲透镜,shuang'qu'tou'jing
双曲线导航系统,shuang'qu'xian'dao'hang'xi'tong
双曲线系统,shuang'qu'xian'xi'tong
双栅场效晶体管,shuang'shan'chang'xiao'jing'ti'guan
双探针法,shuang'tan'zhen'fa
双通道单脉冲,shuang'tong'dao'dan'mai'chong
双线性变换,shuang'xian'xing'bian'huan
双向二极管,shuang'xiang'er'ji'guan
双向晶闸管,shuang'xiang'jing'zha'guan
双向通信,shuang'xiang'tong'xin
双异质结激光器,shuang'yi'zhi'jie'ji'guang'qi
双音多频,shuang'yin'duo'pin
双折射,shuang'zhe'she
双锥天线,shuang'zhui'tian'xian
水负载,shui'fu'zai
水平极化,shui'ping'ji'hua
水平驱动,shui'ping'qu'dong
水平扫描,shui'ping'sao'miao
水汽氧化,shui'qi'yang'hua
水热法,shui're'fa
水下激光雷达,shui'xia'ji'guang'lei'da
顺磁性,shun'ci'xing
瞬间充电,shun'jian'chong'dian
瞬时测频接收机,shun'shi'ce'pin'jie'shou'ji
瞬时功率,shun'shi'gong'lv
瞬时视场,shun'shi'shi'chang
瞬态,shun'tai
四波混频,si'bo'hun'pin
斯蒂潘诺夫方法,si'di'pan'nuo'fu'fang'fa
四端网络,si'duan'wang'luo
四分之一波长变换器,si'fen'zhi'yi'bo'chang'bian'huan'qi
伺服放大器,si'fu'fang'da'qi
伺服机构,si'fu'ji'gou
四极透镜,si'ji'tou'jing
四极质谱仪,si'ji'zhi'pu'yi
斯卡夫,si'ka'fu
四能级系统,si'neng'ji'xi'tong
死区,si'qu
似然比,si'ran'bi
四探针法,si'tan'zhen'fa
丝网印刷,si'wang'yin'shua
四线制,si'xian'zhi
搜索雷达,sou'suo'lei'da
速调管,su'diao'guan
速度渐变,su'du'jian'bian
速度控制,su'du'kong'zhi
速度跳变,su'du'tiao'bian
速度跳变电子枪,su'du'tiao'bian'dian'zi'qiang
塑封,su'feng
塑封晶体管,su'feng'jing'ti'guan
速高比,su'gao'bi
塑料膜电容器,su'liao'mo'dian'rong'qi
算术逻辑部件,suan'shu'luo'ji'bu'jian
算术码,suan'shu'ma
酸性蓄电池,suan'xing'xu'dian'chi
隧穿,sui'chuan
隧道二极管,sui'dao'er'ji'guan
隧道效应,sui'dao'xiao'ying
随机存取存储器,sui'ji'cun'qu'cun'chu'qi
随机控制理论,sui'ji'kong'zhi'li'lun
随机码,sui'ji'ma
随机脉冲产生器,sui'ji'mai'chong'chan'sheng'qi
随机扫描,sui'ji'sao'miao
随机误差,sui'ji'wu'cha
随路信令,sui'lu'xin'ling
损耗函数,sun'hao'han'shu
损伤,sun'shang
损伤感生缺陷,sun'shang'gan'sheng'que'xian
损伤吸杂工艺,sun'shang'xi'za'gong'yi
锁定,suo'ding
锁模,suo'mo
锁相,suo'xiang
锁相鉴频器,suo'xiang'jian'pin'qi
锁相振荡器,suo'xiang'zhen'dang'qi
他激振荡器,ta'ji'zhen'dang'qi
塔康,ta'kang
台对,tai'dui
胎儿监护仪,tai'er'jian'hu'yi
台阶覆盖,tai'jie'fu'gai
台卡,tai'ka
台卡计,tai'ka'ji
台面晶体管,tai'mian'jing'ti'guan
钛酸钡,tai'suan'bei
钛酸钡陶瓷,tai'suan'bei'tao'ci
钛酸镧,tai'suan'lan
钛系陶瓷,tai'xi'tao'ci
太阳电池组合板,tai'yang'dian'chi'zu'he'ban
太阳电池组合件,tai'yang'dian'chi'zu'he'jian
太阳级硅太阳电池,tai'yang'ji'gui'tai'yang'dian'chi
探测率,tan'ce'lv
探测器,tan'ce'qi
炭粒传声器,tan'li'chuan'sheng'qi
碳膜电阻器,tan'mo'dian'zu'qi
钽酸锂晶体,tan'suan'li'jing'ti
弹性劲度常量,tan'xing'jin'du'chang'liang
弹性顺服常量,tan'xing'shun'fu'chang'liang
羰基铁,tang'ji'tie
汤森放电,tang'sen'fang'dian
陶瓷电容器,tao'ci'dian'rong'qi
陶瓷封装,tao'ci'feng'zhuang
陶瓷换能器,tao'ci'huan'neng'qi
陶瓷滤波器,tao'ci'lv'bo'qi
陶瓷敏感器,tao'ci'min'gan'qi
套筒短柱天线,tao'tong'duan'zhu'tian'xian
套筒偶极子天线,tao'tong'ou'ji'zi'tian'xian
特长波通信,te'chang'bo'tong'xin
特低频通信,te'di'pin'tong'xin
特高频,te'gao'pin
特高频通信,te'gao'pin'tong'xin
特高清晰度电视,te'gao'qing'xi'du'dian'shi
特技发生器,te'ji'fa'sheng'qi
特技放大器,te'ji'fang'da'qi
特斯拉计,te'si'la'ji
特性阻抗,te'xing'zu'kang
特征参数,te'zheng'can'shu
特征抽取,te'zheng'chou'qu
特征频率,te'zheng'pin'lv
特征提取,te'zheng'ti'qu
特征文法,te'zheng'wen'fa
体表电位分布图测量,ti'biao'dian'wei'fen'bu'tu'ce'liang
替代误差,ti'dai'wu'cha
梯度模板,ti'du'mu'ban
体积比功率,ti'ji'bi'gong'lv
体积比能量,ti'ji'bi'neng'liang
体内复合,ti'nei'fu'he
提升传输,ti'sheng'chuan'shu
替位扩散,ti'wei'kuo'san
替位杂质,ti'wei'za'zhi
体系结构,ti'xi'jie'gou
体效应,ti'xiao'ying
梯形波,ti'xing'bo
梯形畸变,ti'xing'ji'bian
梯型网络,ti'xing'wang'luo
天波,tian'bo
填充脉冲,tian'chong'mai'chong
填充因数,tian'chong'yin'shu
天然气候试验,tian'ran'qi'hou'shi'yan
天线,tian'xian
天线方向图,tian'xian'fang'xiang'tu
天线共用器,tian'xian'gong'yong'qi
天线基准轴,tian'xian'ji'zhun'zhou
天线罩,tian'xian'zhao
天线阵,tian'xian'zhen
调幅,tiao'fu
调幅度表,tiao'fu'du'biao
调幅发射机,tiao'fu'fa'she'ji
调幅广播,tiao'fu'guang'bo
调幅器,tiao'fu'qi
条件熵,tiao'jian'shang
调节控制器,tiao'jie'kong'zhi'qi
调零零点调整,tiao'ling'ling'dian'tiao'zheng
跳模,tiao'mo
调配反射计,tiao'pei'fan'she'ji
调配器,tiao'pei'qi
调频,tiao'pin
跳频,tiao'pin
调频发射机,tiao'pin'fa'she'ji
调频广播,tiao'pin'guang'bo
调频激光器,tiao'pin'ji'guang'qi
调频雷达,tiao'pin'lei'da
调频失真,tiao'pin'shi'zhen
调相,tiao'xiang
调相发射机,tiao'xiang'fa'she'ji
调谐,tiao'xie
调谐放大器,tiao'xie'fang'da'qi
调谐销钉,tiao'xie'xiao'ding
调谐振荡器,tiao'xie'zhen'dang'qi
条形激光器,tiao'xing'ji'guang'qi
调压器,tiao'ya'qi
调压自耦变压器,tiao'ya'zi'ou'bian'ya'qi
调整,tiao'zheng
调整带,tiao'zheng'dai
调整时间,tiao'zheng'shi'jian
调制,tiao'zhi
调制掺杂场效晶体管,tiao'zhi'chan'za'chang'xiao'jing'ti'guan
调制传递函数,tiao'zhi'chuan'di'han'shu
调制解调器,tiao'zhi'jie'tiao'qi
调制解调器终接系统,tiao'zhi'jie'tiao'qi'zhong'jie'xi'tong
调制器,tiao'zhi'qi
调制失真,tiao'zhi'shi'zhen
调制指数,tiao'zhi'zhi'shu
跳周,tiao'zhou
条柱显示,tiao'zhu'xian'shi
铁磁共振,tie'ci'gong'zhen
铁磁共振线宽,tie'ci'gong'zhen'xian'kuan
铁磁示波器,tie'ci'shi'bo'qi
铁磁弹性体,tie'ci'tan'xing'ti
铁磁显示,tie'ci'xian'shi
铁磁性,tie'ci'xing
铁电半导体釉,tie'dian'ban'dao'ti'you
铁电场效晶体管,tie'dian'chang'xiao'jing'ti'guan
铁电电滞回线,tie'dian'dian'zhi'hui'xian
铁电晶体,tie'dian'jing'ti
铁电陶瓷,tie'dian'tao'ci
铁电显示,tie'dian'xian'shi
铁镍蓄电池,tie'nie'xu'dian'chi
铁氧磁带,tie'yang'ci'dai
铁氧体,tie'yang'ti
铁氧体磁芯存储器,tie'yang'ti'ci'xin'cun'chu'qi
铁氧体记忆磁芯,tie'yang'ti'ji'yi'ci'xin
铁氧体天线,tie'yang'ti'tian'xian
铁氧体永磁体,tie'yang'ti'yong'ci'ti
停靠表,ting'kao'biao
听力测试室,ting'li'ce'shi'shi
同步,tong'bu
同步并行接口,tong'bu'bing'xing'jie'kou
同步传递方式,tong'bu'chuan'di'fang'shi
同步传输,tong'bu'chuan'shu
同步带,tong'bu'dai
同步广播,tong'bu'guang'bo
同步光纤网,tong'bu'guang'xian'wang
同步基线,tong'bu'ji'xian
同步检波器,tong'bu'jian'bo'qi
同步码分多址方式,tong'bu'ma'fen'duo'zhi'fang'shi
同步脉冲发生器,tong'bu'mai'chong'fa'sheng'qi
同步器,tong'bu'qi
同步数字传输网络,tong'bu'shu'zi'chuan'shu'wang'luo
同步数字系列,tong'bu'shu'zi'xi'lie
同步速度,tong'bu'su'du
同步卫星导航系统,tong'bu'wei'xing'dao'hang'xi'tong
同步转移方式,tong'bu'zhuan'yi'fang'shi
同步转移模式,tong'bu'zhuan'yi'mo'shi
通带,tong'dai
通道,tong'dao
通导孔,tong'dao'kong
通断键控,tong'duan'jian'kong
通过式功率计,tong'guo'shi'gong'lv'ji
统计检验,tong'ji'jian'yan
统计判决,tong'ji'pan'jue
统计容许区间,tong'ji'rong'xu'qu'jian
统计容许限,tong'ji'rong'xu'xian
统计时分复用器,tong'ji'shi'fen'fu'yong'qi
统计通信理论,tong'ji'tong'xin'li'lun
通孔,tong'kong
通路,tong'lu
同态,tong'tai
同态处理,tong'tai'chu'li
同态系统,tong'tai'xi'tong
同相抑制比,tong'xiang'yi'zhi'bi
通信保密,tong'xin'bao'mi
通信保密设备,tong'xin'bao'mi'she'bei
同心导线,tong'xin'dao'xian
通信对抗,tong'xin'dui'kang
通信媒介,tong'xin'mei'jie
通信情报,tong'xin'qing'bao
通信卫星,tong'xin'wei'xing
通信卫星节目传送网络,tong'xin'wei'xing'jie'mu'chuan'song'wang'luo
通信系统,tong'xin'xi'tong
通信系统工程,tong'xin'xi'tong'gong'cheng
通信业务工程,tong'xin'ye'wu'gong'cheng
桶形畸变,tong'xing'ji'bian
通用计数器,tong'yong'ji'shu'qi
通用接口总线,tong'yong'jie'kou'zong'xian
通用示波器,tong'yong'shi'bo'qi
通用视频文件服务器,tong'yong'shi'pin'wen'jian'fu'wu'qi
同址计算,tong'zhi'ji'suan
同质结激光器,tong'zhi'jie'ji'guang'qi
同质结太阳电池,tong'zhi'jie'tai'yang'dian'chi
